User_ID,journey_path,converted
U_B03_03441,YouTube -> YouTube -> Google Search -> Google Search,0
U_B03_03442,YouTube -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram,0
U_B03_03443,Influencer Blog,0
U_B03_03444,Instagram -> YouTube,0
U_B03_03445,Influencer Blog,0
U_B03_03446,Google Search -> Instagram -> Google Search -> Marketplace -> YouTube -> YouTube -> Google Search,0
U_B03_03447,YouTube,0
U_B03_03448,Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B03_03449,YouTube -> Google Search -> YouTube -> Influencer Blog -> Instagram -> Instagram,1
U_B03_03450,Instagram -> Google Search -> Google Search -> Google Search -> Influencer Blog,0
U_B03_03451,Google Search -> YouTube -> Influencer Blog -> Instagram,0
U_B03_03452,YouTube,0
U_B03_03453,Google Search -> Marketplace -> Influencer Blog -> Google Search,0
U_B03_03454,YouTube -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Influencer Blog,0
U_B03_03455,Influencer Blog,0
U_B03_03456,Instagram -> YouTube,0
U_B03_03457,Google Search,0
U_B03_03458,Marketplace -> Marketplace -> YouTube,0
U_B03_03459,YouTube -> Influencer Blog -> Google Search -> Instagram -> YouTube -> Google Search,0
U_B03_03460,Instagram -> YouTube -> Google Search -> Instagram -> Marketplace -> YouTube,0
U_B03_03461,Influencer Blog -> Google Search -> Marketplace -> Google Search -> Google Search -> Influencer Blog,0
U_B03_03462,YouTube -> Google Search -> Google Search,0
U_B03_03463,Instagram -> Instagram -> Instagram -> Instagram,0
U_B03_03464,Google Search,0
U_B03_03465,Google Search -> Instagram -> YouTube -> Marketplace -> Influencer Blog,0
U_B03_03466,YouTube -> Influencer Blog,0
U_B03_03467,Marketplace -> YouTube -> Marketplace -> Marketplace -> Influencer Blog,0
U_B03_03468,Google Search -> Marketplace,0
U_B03_03469,YouTube,0
U_B03_03470,Google Search -> Influencer Blog -> Instagram,0
U_B03_03471,Influencer Blog -> Influencer Blog -> Google Search -> Instagram -> Google Search,0
U_B03_03472,Google Search -> YouTube -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B03_03473,Instagram,0
U_B03_03474,YouTube -> Influencer Blog,0
U_B03_03475,Google Search -> Google Search -> Google Search -> Google Search,0
U_B03_03476,Instagram -> Marketplace -> Influencer Blog -> Google Search -> YouTube -> Instagram,0
U_B03_03477,Marketplace -> Marketplace,0
U_B03_03478,Influencer Blog -> Marketplace -> Google Search -> Instagram -> Google Search -> Marketplace,0
U_B03_03479,YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace,0
U_B03_03480,YouTube -> Influencer Blog -> Instagram -> Influencer Blog -> YouTube,0
U_B03_03481,Marketplace -> Influencer Blog -> Google Search -> Influencer Blog -> Marketplace -> Instagram,0
U_B03_03482,YouTube -> Marketplace -> Influencer Blog,0
U_B03_03483,YouTube -> YouTube -> YouTube -> Instagram -> Google Search,0
U_B03_03484,Marketplace -> Influencer Blog,0
U_B03_03485,YouTube -> Influencer Blog -> Instagram,0
U_B03_03486,Google Search -> Google Search -> Instagram -> Google Search -> YouTube,0
U_B03_03487,Influencer Blog -> Google Search -> Marketplace,0
U_B03_03488,YouTube -> Instagram -> Marketplace -> Marketplace -> Google Search -> YouTube,0
U_B03_03489,Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram -> YouTube -> YouTube -> Google Search -> Google Search -> Instagram -> Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Google Search -> Google Search -> Google Search -> Google Search -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram,0
U_B03_03490,YouTube,0
U_B03_03491,Instagram,0
U_B03_03492,YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Marketplace -> Instagram -> YouTube,0
U_B03_03493,Google Search,0
U_B03_03494,Marketplace -> Influencer Blog,0
U_B03_03495,Marketplace,0
U_B03_03496,Google Search -> Instagram,0
U_B03_03497,Instagram -> Marketplace -> Google Search -> Google Search,0
U_B03_03498,Marketplace -> Google Search -> Google Search,0
U_B03_03499,YouTube -> YouTube -> Marketplace -> Marketplace -> Google Search -> Google Search -> Google Search,0
U_B03_03500,YouTube -> Marketplace -> Google Search -> Google Search -> Marketplace,0
U_B03_03501,Instagram,0
U_B03_03502,Instagram -> Instagram -> Instagram -> Marketplace,0
U_B03_03503,Instagram -> YouTube -> YouTube -> Influencer Blog -> Marketplace -> Instagram,0
U_B03_03504,Influencer Blog,0
U_B03_03505,Google Search -> YouTube -> YouTube -> YouTube,0
U_B03_03506,Marketplace,0
U_B03_03507,Instagram -> Marketplace -> Instagram -> Instagram,0
U_B03_03508,Google Search -> YouTube -> Marketplace -> Marketplace,0
U_B03_03509,Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> YouTube -> YouTube -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Instagram -> Marketplace -> Marketplace -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Instagram -> Instagram -> Marketplace -> Marketplace -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Google Search -> Google Search,0
U_B03_03510,Influencer Blog -> Marketplace -> YouTube -> Google Search,0
U_B03_03511,Influencer Blog,0
U_B03_03512,Influencer Blog,0
U_B03_03513,Influencer Blog -> Google Search -> YouTube -> Marketplace -> Google Search -> Google Search,0
U_B03_03514,Instagram -> Google Search -> Instagram -> Instagram -> Influencer Blog -> Marketplace,0
U_B03_03515,YouTube -> YouTube -> YouTube -> Google Search -> YouTube -> Instagram -> Google Search,0
U_B03_03516,Marketplace -> YouTube -> YouTube,0
U_B03_03517,Google Search,0
U_B03_03518,Google Search,0
U_B03_03519,YouTube -> Influencer Blog,0
U_B03_03520,YouTube -> Marketplace -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog,0
U_B03_03521,Influencer Blog -> Influencer Blog -> Marketplace,0
U_B03_03522,Marketplace -> Google Search,0
U_B03_03523,Google Search -> YouTube -> Marketplace,0
U_B03_03524,Instagram -> Marketplace -> Instagram -> Influencer Blog -> Marketplace,0
U_B03_03525,Influencer Blog -> YouTube -> Google Search -> YouTube -> Instagram,0
U_B03_03526,Marketplace -> Instagram -> YouTube -> Instagram -> Instagram,0
U_B03_03527,Influencer Blog -> Marketplace,0
U_B03_03528,Influencer Blog -> Marketplace -> Influencer Blog -> YouTube -> YouTube,0
U_B03_03529,Google Search -> YouTube -> Influencer Blog -> Google Search -> YouTube -> Instagram,0
U_B03_03530,YouTube -> Instagram -> Instagram -> Google Search -> Influencer Blog,0
U_B03_03531,Instagram -> YouTube -> Instagram -> YouTube -> Google Search -> Google Search,0
U_B03_03532,Instagram -> YouTube -> Google Search -> Google Search -> Influencer Blog,0
U_B03_03533,Google Search -> Instagram,0
U_B03_03534,Influencer Blog -> Instagram,0
U_B03_03535,Google Search -> Instagram -> Google Search,0
U_B03_03536,YouTube -> Influencer Blog -> YouTube,0
U_B03_03537,Influencer Blog -> YouTube -> Instagram -> YouTube -> Google Search -> Google Search,0
U_B03_03538,Google Search -> Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Google Search,0
U_B03_03539,YouTube -> YouTube -> Instagram -> Influencer Blog -> Influencer Blog,0
U_B03_03540,Influencer Blog -> Instagram -> Instagram -> Influencer Blog -> Google Search -> Instagram -> Google Search,0
U_B03_03541,Marketplace -> Influencer Blog -> YouTube -> Instagram -> Google Search -> YouTube,0
U_B03_03542,Instagram,0
U_B03_03543,Marketplace -> YouTube -> Marketplace,0
U_B03_03544,YouTube -> Instagram -> Marketplace -> Google Search -> Google Search,0
U_B03_03545,Influencer Blog -> Marketplace -> Instagram -> Google Search,0
U_B03_03546,Google Search -> Influencer Blog -> Instagram -> Google Search,0
U_B03_03547,Google Search -> Google Search -> Marketplace -> YouTube -> Marketplace -> Marketplace,0
U_B03_03548,Marketplace -> YouTube -> Instagram,0
U_B03_03549,YouTube -> Marketplace -> YouTube -> YouTube,0
U_B03_03550,Marketplace -> Influencer Blog -> Influencer Blog -> Influencer Blog,0
U_B03_03551,Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace -> Google Search -> Influencer Blog,0
U_B03_03552,Google Search -> YouTube -> YouTube -> Influencer Blog -> Instagram -> Marketplace -> Marketplace,0
U_B03_03553,Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> Google Search -> Marketplace,0
U_B03_03554,Marketplace -> Instagram,0
U_B03_03555,Influencer Blog -> YouTube -> Marketplace -> Instagram -> Instagram -> YouTube,0
U_B03_03556,Google Search -> Influencer Blog,0
U_B03_03557,Google Search,0
U_B03_03558,Instagram -> Marketplace -> Google Search -> Marketplace -> Influencer Blog,0
U_B03_03559,Influencer Blog -> Marketplace -> Google Search -> Influencer Blog,0
U_B03_03560,YouTube -> Google Search -> Google Search,0
U_B03_03561,Influencer Blog -> Marketplace,0
U_B03_03562,Instagram -> YouTube -> YouTube -> Influencer Blog -> Marketplace -> YouTube,0
U_B03_03563,YouTube -> Marketplace -> Marketplace -> YouTube -> Influencer Blog -> Influencer Blog,0
U_B03_03564,Marketplace -> Google Search -> Google Search -> Influencer Blog -> Instagram -> Instagram,0
U_B03_03565,Google Search -> YouTube -> Google Search -> Google Search -> YouTube -> Instagram -> Instagram,0
U_B03_03566,Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> YouTube -> Google Search -> Google Search -> Google Search,1
U_B03_03567,YouTube -> Google Search -> Google Search,1
U_B03_03568,Instagram -> Marketplace -> Instagram -> Influencer Blog -> Marketplace -> Marketplace -> Marketplace,0
U_B03_03569,Instagram,0
U_B03_03570,Google Search -> Google Search -> Instagram -> Google Search -> Influencer Blog -> Influencer Blog,0
U_B03_03571,Marketplace,0
U_B03_03572,Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Marketplace -> Influencer Blog,0
U_B03_03573,Marketplace -> Marketplace -> Influencer Blog -> Google Search -> Marketplace,0
U_B03_03574,YouTube -> Influencer Blog -> YouTube -> YouTube -> Influencer Blog,0
U_B03_03575,Instagram -> Google Search -> Google Search -> Instagram -> YouTube -> Influencer Blog,0
U_B03_03576,Instagram -> Influencer Blog -> YouTube -> Marketplace -> Marketplace -> Influencer Blog -> Marketplace,0
U_B03_03577,Influencer Blog -> Instagram -> Influencer Blog -> Influencer Blog,0
U_B03_03578,Marketplace -> Instagram,0
U_B03_03579,Influencer Blog -> Marketplace,0
U_B03_03580,Google Search,0
U_B03_03581,Google Search -> YouTube,0
U_B03_03582,Influencer Blog -> Influencer Blog -> Marketplace -> Influencer Blog -> YouTube,0
U_B03_03583,Google Search,0
U_B03_03584,Influencer Blog -> Instagram -> Instagram -> Marketplace -> Google Search -> Instagram,0
U_B03_03585,Influencer Blog -> Google Search -> Influencer Blog -> Marketplace -> YouTube -> Influencer Blog,0
U_B03_03586,Instagram -> Instagram -> Marketplace,0
U_B03_03587,Instagram,0
U_B03_03588,Influencer Blog -> Marketplace -> Marketplace -> YouTube -> Influencer Blog -> Influencer Blog,0
U_B03_03589,Marketplace -> Instagram -> YouTube -> Influencer Blog,0
U_B03_03590,Marketplace,0
U_B03_03591,Instagram -> Influencer Blog -> Marketplace,0
U_B03_03592,Influencer Blog -> Marketplace -> Google Search -> Influencer Blog -> Marketplace,0
U_B03_03593,Marketplace -> Instagram -> Marketplace -> YouTube -> YouTube,0
U_B03_03594,YouTube -> Influencer Blog -> Google Search -> Instagram -> YouTube,0
U_B03_03595,Influencer Blog,0
U_B03_03596,Influencer Blog,0
U_B03_03597,Google Search -> Influencer Blog -> Instagram,0
U_B03_03598,Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search,0
U_B03_03599,Instagram -> YouTube -> Instagram -> Influencer Blog -> YouTube,0
U_B03_03600,Influencer Blog -> Marketplace -> Marketplace -> Influencer Blog -> Marketplace -> Instagram,0
U_B03_03601,Instagram -> Google Search -> YouTube -> Google Search -> Google Search -> Marketplace,0
U_B03_03602,YouTube,0
U_B03_03603,Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> Instagram -> Instagram -> YouTube -> YouTube -> Marketplace -> Marketplace -> Instagram -> Instagram -> YouTube -> YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Instagram -> Instagram -> Google Search -> Google Search -> Instagram -> Instagram -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search -> Instagram -> Instagram -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> YouTube -> YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube,0
U_B03_03604,Google Search -> Instagram,0
U_B03_03605,YouTube -> Google Search -> Google Search -> Google Search,1
U_B03_03606,Marketplace,0
U_B03_03607,Instagram,0
U_B03_03608,YouTube,0
U_B03_03609,Influencer Blog -> Instagram -> Google Search -> Instagram -> Influencer Blog,0
U_B03_03610,Google Search -> Instagram,0
U_B03_03611,Influencer Blog -> Instagram -> YouTube -> YouTube,0
U_B03_03612,Google Search -> Google Search -> Marketplace -> Instagram,0
U_B03_03613,Influencer Blog -> YouTube -> YouTube -> YouTube,0
U_B03_03614,Marketplace -> Marketplace,0
U_B03_03615,Marketplace -> Google Search -> Google Search -> Marketplace -> Influencer Blog,0
U_B03_03616,Google Search,0
U_B03_03617,Influencer Blog -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B03_03618,Marketplace -> Instagram -> Instagram -> YouTube,0
U_B03_03619,Google Search -> Google Search -> Google Search -> Influencer Blog,0
U_B03_03620,Influencer Blog -> Instagram,0
U_B03_03621,YouTube -> Marketplace -> YouTube -> Instagram,0
U_B03_03622,Google Search -> YouTube -> Marketplace -> Marketplace,0
U_B03_03623,Instagram,0
U_B03_03624,Influencer Blog -> Marketplace,0
U_B03_03625,YouTube -> Google Search,0
U_B03_03626,Marketplace -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B03_03627,Marketplace -> YouTube -> Google Search -> Influencer Blog,0
U_B03_03628,Instagram -> Instagram -> Instagram -> YouTube -> Influencer Blog,0
U_B03_03629,Google Search -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Influencer Blog -> Google Search,0
U_B03_03630,YouTube -> Influencer Blog -> YouTube -> YouTube -> Google Search -> YouTube,0
U_B03_03631,YouTube -> Marketplace -> Google Search -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B03_03632,Influencer Blog -> Influencer Blog -> Marketplace -> Influencer Blog -> YouTube -> YouTube,0
U_B03_03633,Influencer Blog -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B03_03634,Google Search -> YouTube -> YouTube -> Influencer Blog -> Google Search,0
U_B03_03635,Marketplace -> Marketplace -> Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace,0
U_B03_03636,YouTube -> YouTube,0
U_B03_03637,Influencer Blog -> Marketplace -> Influencer Blog -> Influencer Blog,0
U_B03_03638,YouTube -> Marketplace,0
U_B03_03639,YouTube -> Influencer Blog -> Google Search,0
U_B03_03640,Instagram -> YouTube -> Google Search -> Instagram -> Marketplace,0
U_B03_03641,Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B03_03642,Google Search,0
U_B03_03643,YouTube -> Google Search -> Google Search -> Influencer Blog -> Marketplace,0
U_B03_03644,Influencer Blog -> Google Search -> Influencer Blog,0
U_B03_03645,Google Search -> YouTube,0
U_B03_03646,YouTube -> Instagram -> Marketplace,0
U_B03_03647,Google Search -> Instagram,0
U_B03_03648,Google Search,0
U_B03_03649,Marketplace -> YouTube -> YouTube,0
U_B03_03650,Google Search -> Instagram -> Influencer Blog -> Google Search -> YouTube,0
U_B03_03651,Google Search,0
U_B03_03652,Instagram -> Influencer Blog -> Instagram -> YouTube,0
U_B03_03653,Instagram -> Google Search,0
U_B03_03654,YouTube -> YouTube -> Instagram -> Instagram -> Marketplace -> Marketplace -> Google Search -> Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> Google Search -> Google Search -> Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> Google Search -> Google Search -> Google Search -> Google Search -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> YouTube -> YouTube -> Instagram -> Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Marketplace -> Marketplace -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Google Search -> Google Search,0
U_B03_03655,Influencer Blog,0
U_B03_03656,YouTube -> YouTube -> Marketplace -> Influencer Blog -> Instagram -> Instagram,0
U_B03_03657,Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Marketplace -> YouTube -> Instagram,0
U_B03_03658,Influencer Blog -> Marketplace -> Google Search,0
U_B03_03659,YouTube -> YouTube -> Google Search -> Google Search,0
U_B03_03660,YouTube -> Google Search -> Influencer Blog -> Influencer Blog -> Influencer Blog,0
U_B03_03661,Influencer Blog -> Google Search,0
U_B03_03662,Influencer Blog -> Influencer Blog,1
U_B03_03663,YouTube -> Instagram -> Influencer Blog,0
U_B03_03664,Marketplace -> Instagram -> Instagram,0
U_B03_03665,Google Search -> Instagram,0
U_B03_03666,Marketplace,0
U_B03_03667,Instagram -> Instagram -> Instagram -> YouTube -> Instagram -> Instagram,0
U_B03_03668,Instagram -> Google Search,0
U_B03_03669,Marketplace -> Instagram -> Marketplace -> Google Search -> Instagram -> Marketplace,0
U_B03_03670,Influencer Blog -> YouTube -> Influencer Blog -> YouTube,0
U_B03_03671,Influencer Blog -> Marketplace -> Influencer Blog -> YouTube -> Instagram,0
U_B03_03672,YouTube -> YouTube -> Influencer Blog,0
U_B03_03673,YouTube -> Influencer Blog -> Google Search -> Influencer Blog -> Google Search,0
U_B03_03674,Influencer Blog,0
U_B03_03675,Google Search -> Influencer Blog -> Marketplace,0
U_B03_03676,Instagram -> YouTube -> YouTube,1
U_B03_03677,Marketplace -> Google Search -> Marketplace -> Instagram -> Google Search -> YouTube,0
U_B03_03678,Google Search -> Google Search,0
U_B03_03679,Marketplace -> Influencer Blog -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search,0
U_B03_03680,Marketplace -> Google Search -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B03_03681,YouTube,0
U_B03_03682,YouTube,0
U_B03_03683,Google Search -> Influencer Blog -> YouTube -> Google Search -> Instagram -> YouTube,0
U_B03_03684,Influencer Blog -> Marketplace -> Influencer Blog -> Instagram,0
U_B03_03685,Instagram -> YouTube,0
U_B03_03686,YouTube -> YouTube -> Google Search -> YouTube -> YouTube,0
U_B03_03687,Marketplace -> Marketplace -> Influencer Blog -> Google Search,0
U_B03_03688,Marketplace -> Influencer Blog -> YouTube -> YouTube -> YouTube,0
U_B03_03689,Marketplace -> Influencer Blog -> Influencer Blog,0
U_B03_03690,Instagram -> Influencer Blog -> Instagram -> Instagram,0
U_B03_03691,Marketplace -> Marketplace -> YouTube -> YouTube -> Marketplace -> Marketplace,0
U_B03_03692,Instagram -> YouTube -> YouTube,0
U_B03_03693,Google Search -> Influencer Blog -> Google Search,0
U_B03_03694,Instagram -> YouTube -> Influencer Blog,0
U_B03_03695,Instagram -> Marketplace -> Influencer Blog,0
U_B03_03696,Instagram,0
U_B03_03697,YouTube -> YouTube -> YouTube -> Marketplace -> Influencer Blog -> Instagram -> Instagram -> Marketplace,0
U_B03_03698,Marketplace -> Instagram -> Google Search -> Google Search -> Marketplace,0
U_B03_03699,Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> YouTube,0
U_B03_03700,YouTube,0
U_B03_03701,Google Search -> Google Search -> Influencer Blog -> YouTube -> Google Search -> Google Search,0
U_B03_03702,Instagram,0
U_B03_03703,Marketplace -> Influencer Blog -> Marketplace,0
U_B03_03704,Google Search -> Google Search -> Google Search -> Google Search -> Marketplace,0
U_B03_03705,YouTube,0
U_B03_03706,Influencer Blog,0
U_B03_03707,Google Search -> Marketplace -> Influencer Blog -> Google Search,0
U_B03_03708,Instagram -> Marketplace,0
U_B03_03709,Google Search -> Google Search -> Instagram -> Google Search -> YouTube -> Marketplace -> Marketplace -> Google Search,0
U_B03_03710,Influencer Blog -> Google Search -> Instagram -> Instagram -> Marketplace,0
U_B03_03711,YouTube,0
U_B03_03712,Google Search -> Influencer Blog,0
U_B03_03713,Marketplace -> Influencer Blog -> YouTube,0
U_B03_03714,Marketplace,0
U_B03_03715,Marketplace -> Marketplace -> Google Search,0
U_B03_03716,Google Search -> Google Search,0
U_B03_03717,Marketplace -> Google Search -> Google Search -> YouTube -> Marketplace -> Instagram,0
U_B03_03718,Instagram -> Influencer Blog,0
U_B03_03719,YouTube -> Google Search -> YouTube -> Marketplace,0
U_B03_03720,Google Search -> Google Search -> Marketplace -> Influencer Blog -> Marketplace,0
U_B03_03721,Marketplace,0
U_B03_03722,YouTube -> Instagram -> Instagram -> Instagram -> Instagram,1
U_B03_03723,Google Search -> Marketplace,0
U_B03_03724,YouTube -> YouTube,0
U_B03_03725,YouTube -> Influencer Blog,0
U_B03_03726,YouTube -> Instagram,0
U_B03_03727,Marketplace -> Marketplace,0
U_B03_03728,Marketplace -> YouTube -> Marketplace -> Google Search -> YouTube,0
U_B03_03729,Instagram,0
U_B03_03730,Google Search,0
U_B03_03731,Influencer Blog -> Google Search -> YouTube -> Google Search -> Influencer Blog,0
U_B03_03732,YouTube,0
U_B03_03733,YouTube -> Google Search -> YouTube,0
U_B03_03734,Marketplace -> Instagram -> Marketplace -> YouTube -> Influencer Blog,0
U_B03_03735,Google Search -> Marketplace -> Instagram -> Marketplace,0
U_B03_03736,Influencer Blog -> Google Search -> YouTube,0
U_B03_03737,YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Instagram,1
U_B03_03738,Google Search,0
U_B03_03739,YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Influencer Blog,0
U_B03_03740,Instagram -> Google Search -> Influencer Blog,0
U_B03_03741,Marketplace -> Instagram,0
U_B03_03742,Influencer Blog -> YouTube -> YouTube,0
U_B03_03743,Influencer Blog,0
U_B03_03744,Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube,0
U_B03_03745,Google Search -> Instagram -> Marketplace,0
U_B03_03746,YouTube -> Instagram -> Instagram -> Google Search -> YouTube -> YouTube,0
U_B03_03747,Instagram -> YouTube -> Marketplace,0
U_B03_03748,Google Search -> Instagram,0
U_B03_03749,Influencer Blog -> Marketplace,0
U_B03_03750,Google Search -> Marketplace -> Influencer Blog -> Google Search,0
U_B03_03751,Instagram -> YouTube -> Instagram,0
U_B03_03752,Google Search,0
U_B03_03753,Instagram -> Instagram,0
U_B03_03754,Google Search -> Instagram -> YouTube -> Marketplace,0
U_B03_03755,Influencer Blog,0
U_B03_03756,Instagram -> Google Search,0
U_B03_03757,Google Search,0
U_B03_03758,YouTube,0
U_B03_03759,Influencer Blog -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog,0
U_B03_03760,Google Search,0
U_B03_03761,Influencer Blog -> Influencer Blog,0
U_B03_03762,Google Search,0
U_B03_03763,YouTube -> Google Search,0
U_B03_03764,Marketplace -> Marketplace -> Google Search -> Google Search -> Google Search -> YouTube,0
U_B03_03765,Influencer Blog -> YouTube,0
U_B03_03766,YouTube -> Instagram -> Instagram,0
U_B03_03767,Influencer Blog -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B03_03768,Google Search -> Influencer Blog -> Google Search -> Google Search,0
U_B03_03769,Influencer Blog -> Instagram -> Marketplace -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog,1
U_B03_03770,Influencer Blog -> Google Search -> Instagram,0
U_B03_03771,Influencer Blog,0
U_B03_03772,Google Search -> YouTube -> Google Search,0
U_B03_03773,YouTube -> Instagram -> Influencer Blog -> Marketplace,0
U_B03_03774,Instagram,0
U_B03_03775,Influencer Blog -> Influencer Blog -> Instagram -> YouTube -> YouTube,0
U_B03_03776,Influencer Blog -> Marketplace,0
U_B03_03777,Instagram -> Marketplace -> Google Search -> Marketplace -> YouTube,0
U_B03_03778,Google Search -> YouTube -> YouTube -> Influencer Blog -> Marketplace -> Marketplace,0
U_B03_03779,Google Search -> YouTube -> Marketplace,0
U_B03_03780,YouTube,0
U_B03_03781,Instagram -> Google Search -> Influencer Blog -> Google Search,0
U_B03_03782,Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace,0
U_B03_03783,YouTube -> YouTube -> Instagram -> Marketplace -> YouTube -> YouTube,1
U_B03_03784,Google Search -> Google Search -> Google Search -> YouTube -> Google Search -> Google Search -> Google Search -> Influencer Blog,0
U_B03_03785,Influencer Blog -> YouTube -> YouTube -> Instagram,0
